"vehicle_id","year","color","make_name","model_name","kilometer","grade","remarks","net_book_value","purchase_price","sale_price","purchase_date","sale_date","min_bid_price","expected_sale_price","fleet_status"
"2616","2022","Silver","NISSAN","Sunny Classic SV 1.5L","79068.0","GRADE_4","Rear Both Doors & Fendars & Trunk Paint","23231.00","36550.00","26347.83","2021-12-13 00:00:00","2024-03-26","22394.0","26000.0","TRANSFERRED"
"2616","2022","Silver","NISSAN","Sunny Classic SV 1.5L","79068.0","GRADE_4","Rear Both Doors & Fendars & Trunk Paint","23231.00","36550.00","26347.83","2021-12-13 00:00:00","2024-03-26","24010.0","25000.0","TRANSFERRED"
"2617","2022","Grey","NISSAN","Sunny Classic SV 1.5L","45179.0","GRADE_1","No Paint & L.H.S Rear Fendar Scratches","23231.00","36550.00","31777.39","2021-12-13 00:00:00","2024-03-19","24979.0","30000.0","SOLD"
"2619","2022","Brown","NISSAN","Sunny Classic SV 1.5L","54813.0","GRADE_6","R.H.S Both Fendar & L.H.S Full & Trunk Paint","32969.00","43050.00","24100.0","2022-08-21 00:00:00","2024-03-19","25313.0","24000.0","SOLD"
"2620","2022","Grey","NISSAN","Sunny Classic SV 1.5L","36180.0","GRADE_3","Rear Both Fendar Paint & L.H.S Front Fendar Dent","23231.00","36550.00","24490.44","2021-12-13 00:00:00","2024-03-27","23733.0","28000.0","TRANSFERRED"
"2620","2022","Grey","NISSAN","Sunny Classic SV 1.5L","36180.0","GRADE_3","Rear Both Fendar Paint & L.H.S Front Fendar Dent","23231.00","36550.00","24490.44","2021-12-13 00:00:00","2024-03-27","25478.0","26000.0","TRANSFERRED"
"2626","2022","White","TOYOTA","Corolla","42642.0","GRADE_1","R.H.S Rear Fendar Paint","45316.00","60900.00","49788.69","2022-04-26 00:00:00","2024-03-19","44600.0","46000.0","SOLD"
"263","2019","Grey      ","NISSAN","Sunny","177800.0","GRADE_0","No Painted","11984.28","34650.00","26605.22","2019-02-20 00:00:00","2023-10-10","16805.0","22000.0","SOLD"
"263","2019","Grey      ","NISSAN","Sunny","177800.0","GRADE_0","No Painted","11984.28","34650.00","26605.22","2019-02-20 00:00:00","2023-10-10","16805.25","22000.0","SOLD"
"2630","2022","Grey","TOYOTA","Fortuner VX1 4x4","118965.0","GRADE_2","No Paint but multiple Scratches on both sides","97519.00","126350.00","91000.0","2022-06-19 00:00:00","2024-03-20","83670.0","95000.0","SOLD"
"2631","2021","White","TOYOTA","Fortuner VX1 4x4","113165.0","GRADE_0","No Paint","73390.00","124860.00","91411.3","2021-01-05 00:00:00","2024-03-20","78724.0","90000.0","SOLD"
"2632","2020","White","TOYOTA","Hilux DC GL 4X2 Petrol","144923.0","GRADE_1","R.H.S Rear Fendar Paint","47221.00","89956.00","56688.69","2020-02-02 00:00:00","2024-03-20","48312.0","55000.0","SOLD"
"2633","2020","White","TOYOTA","Hilux DC GL 4X2 Petrol","221905.0","GRADE_0","No Paint","47221.00","89956.00","52386.09","2020-02-02 00:00:00","2024-03-20","46012.0","55000.0","SOLD"
"2634","2022","White","TOYOTA","Hilux DC GL2 2.4L 4X4 DSL","212880.0","GRADE_3","R.H.S Both Door & Trunk Paint","75843.00","104000.00","77000.0","2022-03-28 00:00:00","2024-03-20","56894.0","62000.0","SOLD"
"2635","2020","White","TOYOTA","Hilux DC GL2 4X4 Petrol","378453.0","GRADE_0","No Paint","52281.00","94019.00","41300.0","2020-09-07 00:00:00","2024-03-20","51710.0","55000.0","SOLD"
"2637","2020","White","TOYOTA","Hilux DC SGLX 2.7L 4X4 Petrol Auto","87241.0","GRADE_0","No Paint","47058.00","113110.00","72000.0","2019-11-27 00:00:00","2024-03-20","62211.0","70000.0","SOLD"
"2638","2022","Blue","TOYOTA","RAIZE XLE","125655.0","GRADE_0","No Paint","42849.00","53900.00","37500.0","2022-08-03 00:00:00","2024-03-20","37595.0","45000.0","SOLD"
"264","2022","Brown     ","NISSAN","Sunny Classic SV 1.5L","65266.0","GRADE_0","No Painted","25846.93","36550.00","25432.42","2021-12-14 00:00:00","2023-10-02","27193.0","30000.0","SOLD"
"2641","2019","White","TOYOTA","Yaris 1.3","172376.0","GRADE_2","R.H.S Front Fendar & Door Paint","21085.00","41800.00","27100.0","2019-12-04 00:00:00","2024-03-20","17925.0","26000.0","SOLD"
"2642","2019","White","TOYOTA","Yaris 1.3","199235.0","GRADE_0","No Paint","21085.00","41800.00","28100.0","2019-12-04 00:00:00","2024-03-20","18810.0","26000.0","SOLD"
"2644","2019","Silver","TOYOTA","Yaris 1.3","171099.0","GRADE_4","L.H.S Both Fendar & R.H.S Front Door & Fendar Paint","21085.00","41800.00","21887.83","2019-12-04 00:00:00","2024-03-20","17040.0","25000.0","SOLD"
"2646","2019","White","TOYOTA","Yaris 1.3","272532.0","GRADE_3","R.H.S Both Door & L.H.S Rear Fendar Paint","21085.00","41800.00","21887.83","2019-12-04 00:00:00","2024-03-20","17482.0","22000.0","SOLD"
"265","2021","White     ","NISSAN","X-TERRA TITANIUM 4WD.","51368.0","GRADE_0","No Painted","70360.56","100549.99","72365.22","2021-11-29 00:00:00","2023-10-10","68273.0","75000.0","SOLD"
"265","2021","White     ","NISSAN","X-TERRA TITANIUM 4WD.","51368.0","GRADE_0","No Painted","70360.56","100549.99","72365.22","2021-11-29 00:00:00","2023-10-10","68273.44","75000.0","SOLD"
"2652","2020","White","TOYOTA","Yaris 1.5","146269.0","GRADE_3","R.H.S Front & L.H.S Both Fendar Paint","23483.00","41800.00","28350.44","2020-09-21 00:00:00","2024-03-20","21367.0","28000.0","SOLD"
"2654","2021","White","CHEVROLET","Spark","107501.0","GRADE_5","R.H.S Complete Painted. L.H.S Front Door Painted.","15126.00","29450.00","20200.0","2020-10-21 00:00:00","2024-03-19","15196.0","20000.0","SOLD"
"2655","2022","Grey","CHEVROLET","Suburban LS","52895.0","GRADE_0","No Paint","137271.00","192888.00",,"2022-04-26 00:00:00","2024-06-02",,,"READY_FOR_SALE"
"2656","2021","Black","CHEVROLET","Tahoe LS 4x4","75576.0","GRADE_1","R H S rear fender","101218.00","179683.00","126800.0","2021-02-04 00:00:00","2024-05-31","102703.0","125000.0","SOLD"
"2656","2021","Black","CHEVROLET","Tahoe LS 4x4","75576.0","GRADE_1","R H S rear fender","101218.00","179683.00","126800.0","2021-02-04 00:00:00","2024-05-31","105256.0","128000.0","SOLD"
"2657","2019","Silver","HYUNDAI","Accent","189712.0","GRADE_6","R.H.S Complete Painted. Bonnet & Trunk Painted. L.H.S Front & Back Fender Painted.","12993.00","42400.00","26666.09","2019-03-31 00:00:00","2024-03-20","16600.0","22000.0","SOLD"
"266","2020","Brown     ","NISSAN","X-Trail S 4WD","78314.0","GRADE_0","No Painted","32831.30","77574.00","55200.0","2020-03-18 00:00:00","2023-10-10","46544.0","55000.0","SOLD"
"2663","2022","White","HYUNDAI","Accent","80403.0","GRADE_0","No Paint.","33373.00","48050.00","38788.69","2022-01-19 00:00:00","2024-03-19","34956.0","38000.0","SOLD"
"2664","2022","Grey","HYUNDAI","Accent","92969.0","GRADE_0","No Paint.","29620.00","46050.00","38808.69","2021-10-10 00:00:00","2024-03-19","33501.0","38000.0","SOLD"
"2665","2022","White","HYUNDAI","Accent","93757.0","GRADE_4","L.H.S Front Door Back Door & Front Fender Painted. ( Bonnet Dent)","33373.00","48050.00","35600.0","2022-01-19 00:00:00","2024-03-20","31565.0","34000.0","SOLD"
"2666","2022","Silver","HYUNDAI","Accent","99310.0","COMPLETE","Complete Painted.","31780.00","46050.00","37111.3","2021-12-12 00:00:00","2024-03-20","26594.0","32000.0","SOLD"
"2667","2021","White","HYUNDAI","CRETA 1.5L 2WD GL SMART","56019.0","GRADE_2","Trunk Painted. ( Windshield Broken)","33263.00","55550.00","50100.0","2021-07-14 00:00:00","2024-03-20","23821.0","40000.0","SOLD"
"2668","2021","Grey","HYUNDAI","Elantra 1.6","102431.0","COMPLETE","R.H.S Front Fender & Bonnet Painted. (Hailstorm Effect Bonnet & Roof)","31947.00","55015.00","40160.0","2021-06-08 00:00:00","2024-03-18","27535.0","38000.0","SOLD"
"2669","2021","Grey","HYUNDAI","Elantra 1.6","114511.0","GRADE_0","No Paint.","30321.00","56550.00","43788.69","2021-03-11 00:00:00","2024-03-19","35655.0","42000.0","SOLD"
"267","2020","Blue      ","NISSAN","X-Trail S 4WD 3R","52386.0","GRADE_0","No Painted","33310.81","78707.00","56200.0","2020-03-18 00:00:00","2023-10-10","47224.0","55000.0","SOLD"
"267","2020","Blue      ","NISSAN","X-Trail S 4WD 3R","52386.0","GRADE_0","No Painted","33310.81","78707.00","56200.0","2020-03-18 00:00:00","2023-10-10","47224.2","55000.0","SOLD"
"2670","2022","White","HYUNDAI","Grand i10","47231.0","GRADE_3","Front Full Painted-Ex- 1377 @ 27344","26862.00","36315.00","24895.65","2022-01-13 00:00:00","2024-05-26","27236.0","28000.0","SOLD"
"2671","2022","Green","HYUNDAI","KONA GL 2.0L 2WD CVT SMART","34992.0","GRADE_0","No Paint","47682.00","66550.00","55694.78","2022-03-03 00:00:00","2024-03-20","49913.0","50000.0","SOLD"
"2672","2022","Grey","HYUNDAI","KONA GL 2.0L 2WD CVT SMART","35406.0","GRADE_0","No Paint.","47682.00","66550.00","55699.13","2022-03-03 00:00:00","2024-03-20","49913.0","50000.0","SOLD"
"2673","2020","Red","HYUNDAI","Sonata GL","111258.0","COMPLETE","Complete Painted.","32589.00","76550.00","41860.0","2019-12-17 00:00:00","2024-03-18","33682.0","40000.0","SOLD"
"2674","2022","Blue","MG","5","17518.0","GRADE_3","Both Side Back Fenders & Trunk Painted.","26481.00","41300.00","24000.0","2022-05-16 00:00:00","2024-03-20","26818.0","23000.0","SOLD"
"2675","2022","Black","MG","5","38385.0","GRADE_5","L.H.S Front Fender Front Door & Back Fender Painted. R.H.S Back & Front Fender Painted. Bonnet & Trunk Painted.","26481.00","41300.00","24000.0","2022-05-16 00:00:00","2024-03-20","25730.0","23000.0","SOLD"
"2677","2021","White","NISSAN","Sunny Classic SV 1.5L","96445.0","GRADE_3","R.H.S Front Fender Front Door & Bonnet Painted.","21565.00","32050.00","24385.22","2021-07-13 00:00:00","2024-03-18","17838.0","26000.0","SOLD"
"2678","2022","Silver","NISSAN","Sunny Classic SV 1.5L","53281.0","GRADE_6","L.H.S Complete Painted. Bonnet Painted. R.H.S Front & Back Fender Painted.","29631.00","41050.00","27060.87","2022-06-21 00:00:00","2024-03-19","24137.0","22000.0","SOLD"
"268","2022","White     ","TOYOTA","Camry LE","44787.0","GRADE_0","R.H.S Full & L.H.S Front Fender Painted","64685.93","82300.00","62980.0","2022-03-24 00:00:00","2023-10-10","67856.35","80000.0","SOLD"
"2680","2019","Brown","NISSAN","Sunny SV","156605.0","COMPLETE","Both Side Front Fender & Bonnet Painted. Both Side Back Fenders & Trunk Painted. L.H.S Front Door Painted. (L.H.S Front Chassis Damage) M,Jamal","8110.00","34650.00","20277.39","2019-01-30 00:00:00","2024-03-20","11088.0","22000.0","SOLD"
"2681","2020","White","TOYOTA","Camry HEV LE","90600.0","GRADE_6","L.H.S Complete Painted. R.H.S Front Fender Back Door & Back Fender Painted.","55133.00","84550.00","54160.0","2021-02-01 00:00:00","2024-03-20","40457.0","60000.0","SOLD"
"2683","2022","White","TOYOTA","Camry LE","53256.0","GRADE_1","L.H.S Back Fender Painted.","62464.00","82300.00","74111.3","2022-05-25 00:00:00","2024-03-20","58421.0","74000.0","SOLD"
"2684","2022","Grey","TOYOTA","Corolla","54961.0","COMPLETE","Both Side Back Fenders & Trunk Painted. ( Hailstorm Effect Bonnet Roof & Trunk )","44599.00","60900.00","36785.22","2022-04-03 00:00:00","2024-03-18","35170.0","40000.0","SOLD"
"2687","2021","White","TOYOTA","Fortuner VX1 4x4","70074.0","GRADE_1","Trunk Painted.","73390.00","124860.00","88887.83","2021-01-05 00:00:00","2024-03-20","79249.0","88000.0","SOLD"
"2688","2022","White","TOYOTA","Fortuner VX1 4x4","26065.0","GRADE_0","No Paint.","86403.00","126350.00","105550.44","2021-12-29 00:00:00","2024-03-18","94763.0","110000.0","SOLD"
"2689","2022","White","TOYOTA","Fortuner VX1 4x4","27890.0","GRADE_0","No Paint.","99533.00","126350.00","105800.0","2022-07-20 00:00:00","2024-03-18","94763.0","110000.0","SOLD"
"269","2022","Silver    ","TOYOTA","Camry LE","68359.0","GRADE_5","L.H.S Full & Bonnet R.H.S Front Fender Painted","59491.43","82300.00","61880.0","2021-11-24 00:00:00","2023-10-10","57363.1","75000.0","SOLD"
"2690","2022","White","TOYOTA","Fortuner VX1 4x4","29927.0","GRADE_0","No Paint.","86403.00","126350.00","105050.44","2021-12-29 00:00:00","2024-03-18","94763.0","110000.0","SOLD"
"2691","2022","White","TOYOTA","Fortuner VX1 4x4","36626.0","GRADE_0","No Paint.","85953.00","126350.00","104500.0","2021-12-22 00:00:00","2024-03-18","94763.0","110000.0","SOLD"
"2693","2022","White","TOYOTA","Fortuner VX1 4x4","68664.0","GRADE_0","No Paint.","104290.00","126350.00","99350.44","2022-07-06 00:00:00","2024-03-18","91920.0","105000.0","SOLD"
"2694","2020","White","TOYOTA","Hiace Passenger Van Highroof","200317.0","GRADE_4","R.H.S Back Door & Back Fender Painted. Trunk Painted. L.H.S Back Fender Painted.","46199.00","112200.00","68685.22","2019-11-10 00:00:00","2024-03-18","51582.0","65000.0","SOLD"
"2695","2022","White","TOYOTA","Hilux DC GL2 4X4 Petrol","25666.0","GRADE_1","Bonnet paint","72342.00","98800.00",,"2021-12-22 00:00:00","2024-06-30",,,"READY_FOR_SALE"
"2696","2019","White","TOYOTA","Yaris 1.3","176715.0","COMPLETE","Complete Painted.","21085.00","41800.00","27770.44","2019-12-04 00:00:00","2024-03-20","15048.0","24000.0","SOLD"
"2697","2019","White","TOYOTA","Yaris 1.3","184052.0","GRADE_4","Both Side Front Fenders & R.H.S Back Fender Painted. ( Spare Tire  Missing)","20842.00","41800.00","28750.44","2019-11-17 00:00:00","2024-03-26","17040.0","24000.0","SOLD"
"2699","2019","White","TOYOTA","Yaris 1.3","243789.0","GRADE_6","R.H.S Front Fender Front Door & Back Door Painted. Bonnet Painted. R.H.S Front Fender & Front Door Painted.","20957.00","41800.00","26100.0","2019-11-25 00:00:00","2024-03-18","16365.0","24000.0","SOLD"
"27","2021","Grey      ","HYUNDAI","Elantra 1.6","54989.0","GRADE_4","R.H.S Full & L.H.S Front Door Painted","33642.05","55015.00","38205.22","2021-04-25 00:00:00","2023-09-19","36140.0","42000.0","SOLD"
"270","2019","Silver","TOYOTA","Fortuner","208103.0","GRADE_0","No Painted","42832.00","92400.00","65887.83","2018-10-10 00:00:00","2023-10-23","47263.0","52000.0","SOLD"
"2703","2022","Silver","TOYOTA","Yaris 1.5","41270.0","GRADE_3","Both Side Back Fender & Trunk Painted.","36292.00","45000.00","35266.09","2022-05-09 00:00:00","2024-03-28","31368.0","32000.0","SOLD"
"2707","2018","White","FORD","Figo","0.0","SALVAGE","Major Accident","5104.00","29100.00","5777.39","2018-06-12 00:00:00","2024-03-20","9312.0","9312.0","SOLD"
"2708","2023","Black","FORD","Taurus Trend","0.0","SALVAGE","Major Accident","85805.00","109115.00","41554.78","2022-12-20 00:00:00","2024-03-20","63723.0","63723.0","SOLD"
"2709","2020","White","HYUNDAI","Accent","0.0","SALVAGE","Major Accident","26645.00","44550.00","21240.0","2020-10-25 00:00:00","2024-03-20","17820.0","17820.0","SOLD"
"271","2019","White     ","TOYOTA","Fortuner","161408.0","GRADE_1","Rear Bumper Miner Damage & No Painted","41461.43","92400.00","67000.0","2018-10-15 00:00:00","2023-10-10","48099.64","55000.0","TRANSFERRED"
"271","2019","White     ","TOYOTA","Fortuner","161408.0","GRADE_1","Rear Bumper Miner Damage & No Painted","41461.43","92400.00","67000.0","2018-10-15 00:00:00","2023-10-10","48100.0","55000.0","TRANSFERRED"
"2711","2022","White","HYUNDAI","Accent","0.0","SALVAGE","Major Accident","40240.00","50550.00","22450.44","2022-04-24 00:00:00","2024-03-20","27246.0","27246.0","SOLD"
"2716","2023","White","TOYOTA","Corolla XLI 2.0L","0.0","SALVAGE","Major Accident","60824.00","69400.00","36790.44","2023-03-06 00:00:00","2024-03-18","44416.0","44416.0","SOLD"
"2717","2020","White","TOYOTA","Hiace Cargo Van Diesel","0.0","SALVAGE","Major Accident","42072.00","94000.00","38221.74","2020-03-15 00:00:00","2024-03-20","37600.0","37600.0","SOLD"
"2720","2019","White","TOYOTA","Yaris 1.3","0.0","SALVAGE","Major Accident","16860.00","41400.00","24630.44","2019-02-18 00:00:00","2024-03-18","13248.0","13248.0","SOLD"
"2722","2023","Grey","TOYOTA","Yaris 1.3","0.0","SALVAGE","Major Accident","46222.00","49400.00","32777.39","2023-07-10 00:00:00","2024-03-20","31616.0","31616.0","SOLD"
"2723","2021","Blue","CHEVROLET","Tahoe LS 4x4","38306.0","GRADE_1","Bonnet Painted","131286.00","181410.00","124400.0","2022-02-24 00:00:00","2024-04-30","106268.0","125000.0","TRANSFERRED"
"2724","2021","Beige","CHEVROLET","Tahoe LS 4x4","55197.0","GRADE_0","No Painted","115303.00","181410.00","141500.0","2021-12-13 00:00:00","2024-03-25","108846.0","130000.0","SOLD"
"2725","2021","Grey","CHEVROLET","Tahoe LS 4x4","88462.0","GRADE_2","L.H.S Front Fender & Door Painted","112971.00","178901.00","120600.0","2021-12-05 00:00:00","2024-03-25","102256.0","120000.0","SOLD"
"2726","2019","White","DODGE","Ram 1500 SC 4X4","27282.0","COMPLETE","Full Painted","26829.00","92850.00","42666.09","2020-03-12 00:00:00","2024-04-18","37140.0","50000.0","SOLD"
"2727","2021","Silver","FORD","Explorer 3.3L 4WD","86816.0","GRADE_2","R.H.S Front Door & Trunk Painted","74553.00","127015.00","85100.0","2021-12-02 00:00:00","2024-03-25","72599.0","80000.0","SOLD"
"2729","2022","Black","FORD","Taurus Ambiente","21940.0","GRADE_0","No Painted","62953.00","104515.00","88300.0","2021-12-31 00:00:00","2024-03-25","73161.0","80000.0","SOLD"
"273","2020","White","TOYOTA","Fortuner VX1 4x4","33877.0","GRADE_1","R.H.S Front Door Dent & No Painted","65174.00","123120.00","82999.13","2020-01-02 00:00:00","2023-11-21","78145.0","85000.0","SOLD"
"2731","2021","Silver","HYUNDAI","Accent","63276.0","GRADE_0","No Painted","20811.00","38515.00","32550.44","2021-04-25 00:00:00","2024-03-25","25035.0","32000.0","SOLD"
"2732","2022","White","HYUNDAI","Accent","95062.0","GRADE_2","R.H.S Front Fender & Bonnet Painted","30164.00","46050.00","38110.44","2021-10-05 00:00:00","2024-03-25","31876.0","34000.0","SOLD"
"2733","2020","Grey","HYUNDAI","Elantra 1.6","105088.0","GRADE_3","L.H.S Rear Door & Fender & R.H.S Door Painted","19657.00","55550.00","42300.0","2020-03-15 00:00:00","2024-03-25","28396.0","36000.0","SOLD"
"2735","2022","White","HYUNDAI","Elantra 1.6","78390.0","GRADE_3","Bonnet & R.H.S Rear Door & Fender Painted","41592.00","58050.00","41005.22","2022-03-03 00:00:00","2024-03-25","39158.0","42000.0","SOLD"
"2736","2022","Grey","HYUNDAI","Elantra 1.6","81885.0","GRADE_0","No Painted","39121.00","57550.00","50699.13","2021-12-21 00:00:00","2024-03-25","41868.0","43000.0","SOLD"
"2737","2022","Silver","HYUNDAI","Grand i10","53250.0","GRADE_3","R.H.S Rear Door & Both Fender Painted","21205.00","33900.00","25899.13","2021-09-05 00:00:00","2024-03-31","22868.0","26000.0","SOLD"
"2738","2022","Black","HYUNDAI","KONA GL 2.0L 2WD CVT SMART","30580.0","GRADE_5","R.H.S Front Fender & L.H.S Full Painted","48022.00","66550.00","54861.74","2022-03-13 00:00:00","2024-03-25","44422.0","45000.0","SOLD"
"2743","2022","White","KIA","K5 2.0L","34162.0","GRADE_0","No Painted","56849.00","75400.00","59345.22","2022-10-12 00:00:00","2024-03-25","52780.0","55000.0","SOLD"
"2745","2022","White","NISSAN","Patrol SE Platinum City","36306.0","GRADE_0","No Painted","176556.00","220550.00","184454.78","2022-11-03 00:00:00","2024-03-25","154385.0","175000.0","SOLD"
"2746","2022","Black","NISSAN","Patrol SE Platinum City","48008.0","GRADE_0","No Painted","176297.00","220550.00","177999.13","2022-10-31 00:00:00","2024-03-25","154385.0","175000.0","SOLD"
"2749","2022","Blue","NISSAN","Patrol SE Platinum City","68248.0","GRADE_1","L.H.S Rear Fender Painted-Auc 1381 @ 170315","176556.00","220550.00","148600.0","2022-11-03 00:00:00","2024-03-27","146097.0","160000.0","SOLD"
"2749","2022","Blue","NISSAN","Patrol SE Platinum City","68248.0","GRADE_1","L.H.S Rear Fender Painted-Auc 1381 @ 170315","176556.00","220550.00","148600.0","2022-11-03 00:00:00","2024-03-27","146097.0","170000.0","SOLD"
"275","2020","White     ","TOYOTA","Fortuner VX1 4x4","141653.0","GRADE_3","R.H.S Full Painted","54848.38","123120.00","68300.0","2019-09-07 00:00:00","2023-10-10","62936.0","78000.0","TRANSFERRED"
"275","2020","White     ","TOYOTA","Fortuner VX1 4x4","141653.0","GRADE_3","R.H.S Full Painted","54848.38","123120.00","68300.0","2019-09-07 00:00:00","2023-10-10","62936.05","78000.0","TRANSFERRED"
"2752","2022","Grey","NISSAN","Sunny Classic SV 1.5L","44693.0","GRADE_3","L.H.S Rear Door & Fender & Bonnet Painted","32969.00","43050.00","28500.0","2022-08-21 00:00:00","2024-03-25","30008.0","30000.0","SOLD"
"2753","2022","Brown","NISSAN","Sunny Classic SV 1.5L","46740.0","GRADE_3","L.H.S Rear Door & Fender & R.H.S Rear Fender Painted","29631.00","41050.00","25290.44","2022-06-21 00:00:00","2024-03-25","28614.0","30000.0","SOLD"
"2755","2022","Silver","NISSAN","Sunny Classic SV 1.5L","58800.0","GRADE_3","Front Both Door & Fender Painted","29631.00","41050.00","24999.13","2022-06-21 00:00:00","2024-03-25","27691.0","30000.0","SOLD"
"2756","2022","Brown","NISSAN","Sunny Classic SV 1.5L","63393.0","GRADE_2","L.H.S Front Door & Fender Painted","29631.00","41050.00","30150.44","2022-06-21 00:00:00","2024-03-25","28415.0","30000.0","SOLD"
"2757","2022","Silver","NISSAN","Sunny Classic SV 1.5L","67416.0","GRADE_0","No Painted","29631.00","41050.00","27190.44","2022-06-21 00:00:00","2024-03-25","29864.0","32000.0","SOLD"
"2758","2022","White","NISSAN","Sunny Classic SV 1.5L","78413.0","GRADE_2","L.H.S Rear Fender & Bonnet Painted","24306.00","36550.00","27390.44","2022-02-08 00:00:00","2024-03-25","25300.0","30000.0","SOLD"
"2760","2021","White","RENAULT","Dokker Van","76520.0","GRADE_0","No Painted","19791.00","37500.00","22300.0","2021-07-06 00:00:00","2024-03-25","22500.0","22000.0","SOLD"
"2761","2022","Black","TOYOTA","Camry LE","34646.0","GRADE_0","No Painted","66910.00","82300.00","79200.0","2022-09-07 00:00:00","2024-03-21","61725.0","75000.0","SOLD"
"2763","2021","Grey","TOYOTA","Corolla","24814.0","GRADE_3","Bonnet & Both Fender Painted","38460.00","58700.00","38790.44","2021-06-14 00:00:00","2024-03-25","35462.0","40000.0","SOLD"
"2764","2022","Grey","TOYOTA","Corolla","47939.0","GRADE_3","R.H.S Full & L.H.S Front Fender & Bonnet Painted","44599.00","60900.00","40690.44","2022-04-03 00:00:00","2024-03-25","42451.0","45000.0","SOLD"
"2766","2022","White","TOYOTA","Corolla","57423.0","GRADE_3","R.H.S Front Door & Front Fender Painted","44412.00","60900.00","46666.09","2022-03-28 00:00:00","2024-03-21","41081.0","45000.0","SOLD"
"2769","2021","White","TOYOTA","Fortuner VX1 4x4","133290.0","GRADE_1","Trunk Painted","72818.00","124860.00","82720.0","2021-06-13 00:00:00","2024-03-21","76815.0","80000.0","SOLD"
"277","2020","White     ","TOYOTA","Hilux DC GL 4X2 DSL","147589.0","GRADE_1","L.H.S Rear Fender Painted","40841.86","79420.00","55750.44","2020-02-19 00:00:00","2023-10-15","48859.65","65000.0","SOLD"
"277","2020","White     ","TOYOTA","Hilux DC GL 4X2 DSL","147589.0","GRADE_1","L.H.S Rear Fender Painted","40841.86","79420.00","55750.44","2020-02-19 00:00:00","2023-10-15","48860.0","65000.0","SOLD"
"2775","2022","White","TOYOTA","Land Cruiser GXR3 V6","69817.0","GRADE_0","No Painted","215647.00","255200.00","215111.3","2022-12-01 00:00:00","2024-03-25","185658.0","190000.0","SOLD"
"2776","2022","White","TOYOTA","Land Cruiser GXR-L3","30839.0","GRADE_0","No Painted","146945.00","245200.00","226499.13","2021-07-15 00:00:00","2024-03-25","183900.0","190000.0","SOLD"
"2778","2022","Silver","TOYOTA","RAIZE XLE","27977.0","GRADE_0","No Painted","41023.00","53900.00","41950.44","2022-07-04 00:00:00","2024-03-21","40425.0","45000.0","SOLD"
"2779","2022","Silver","TOYOTA","RAIZE XLE","29596.0","GRADE_0","No Painted","41023.00","53900.00","40300.0","2022-07-04 00:00:00","2024-03-25","40425.0","45000.0","SOLD"
"278","2022","White     ","TOYOTA","Hilux DC GL2 4X4 Petrol","36445.0","GRADE_4","Bonnet & Both Fender & R.H.S Rear Fender Painted","73338.70","98800.00",,"2022-01-03 00:00:00",,,,"READY_FOR_SALE"
"2782","2022","White","TOYOTA","RAIZE XLE","41343.0","GRADE_0","No Painted","43348.00","53900.00","41940.0","2022-08-21 00:00:00","2024-03-21","32340.0","38000.0","SOLD"
"2784","2019","White","TOYOTA","Yaris 1.3","53788.0","GRADE_1","R.H.S Rear Door Painted","20710.00","41850.00","30790.44","2019-11-06 00:00:00","2024-03-25","18389.0","28000.0","SOLD"
"2785","2019","White","TOYOTA","Yaris 1.3","131127.0","GRADE_0","No Painted","20842.00","41800.00","26505.22","2019-11-17 00:00:00","2024-03-25","18810.0","24000.0","SOLD"
"2788","2022","Silver","TOYOTA","Yaris 1.5","44105.0","GRADE_4","R.H.S Front Fender & L.H.S Rear Fender & Rear Door & Trunk Painted","34154.00","45000.00","34110.44","2022-05-25 00:00:00","2024-03-25","30574.0","26000.0","SOLD"
"2789","2021","Black","CHEVROLET","Tahoe LS 4x4","23817.0","GRADE_2","Both Side Rear Fendar Paint","121296.00","181410.00","148120.0","2022-02-15 00:00:00","2024-03-27","103690.0","130000.0","SOLD"
"279","2022","White     ","TOYOTA","Hilux DC GL2 4X4 Petrol","50917.0","GRADE_1","R.H.S Rear Fender Painted","71729.78","98800.00","62550.44","2021-11-30 00:00:00","2023-10-29","76125.4","75000.0","SOLD_OFFLINE"
"2790","2019","White","DODGE","Ram 1500 DC 4X4","366550.0","COMPLETE","Trunk Paint & Heavy Scratches on R.H.S Rear Door & Fendar Transmition Issue","41785.00","106850.00","26666.09","2020-03-04 00:00:00","2024-04-22","34192.0","35000.0","TRANSFERRED"
"2791","2019","Brown","FORD","Expedition 3.5L XLT 4X4","76605.0","GRADE_1","R.H.S Front Fendar Paint","49629.00","160405.00","104666.09","2019-10-22 00:00:00","2024-03-27","62642.0","75000.0","TRANSFERRED"
"2794","2022","Grey","HYUNDAI","Accent","47927.0","GRADE_0","No paint","29504.00","46050.00","37042.61","2021-10-05 00:00:00","2024-03-26","34538.0","35000.0","TRANSFERRED"
"2795","2022","White","HYUNDAI","Accent","51943.0","GRADE_4","RHS full paint","33373.00","48050.00","33788.69","2022-01-19 00:00:00","2024-03-27","31565.0","32000.0","TRANSFERRED"
"2799","2022","Grey","HYUNDAI","CRETA 1.5L 2WD GL SMART","87136.0","GRADE_0","No Paint","38245.00","59050.00","51887.83","2021-11-24 00:00:00","2024-03-27","42959.0","45000.0","TRANSFERRED"
"28","2021","Grey      ","HYUNDAI","Elantra 1.6","61649.0","GRADE_4","Bonnet & R.H.S Full Painted","33642.05","55015.00","39690.44","2021-04-25 00:00:00","2023-09-19","36140.0","42000.0","SOLD"
